,X1,X2,X3,y
0,-10.0,0.0,-5.0,10.958481098603379
1,-9.986657771847899,0.01467645096731154,-4.996664442961975,8.991666020125741
2,-9.973315543695797,0.02935290193462308,-4.993328885923949,10.39806801795664
3,-9.959973315543696,0.04402935290193462,-4.989993328885924,11.759960748876777
4,-9.946631087391594,0.05870580386924616,-4.986657771847899,10.177304440449886
5,-9.933288859239493,0.0733822548365577,-4.983322214809873,9.712431576181134
6,-9.919946631087392,0.08805870580386924,-4.979986657771848,10.618936639994576
7,-9.90660440293529,0.10273515677118078,-4.9766511007338226,8.889177069545408
8,-9.893262174783189,0.11741160773849232,-4.973315543695797,8.085615158182508
9,-9.879919946631087,0.13208805870580387,-4.969979986657772,11.29688053512088
10,-9.866577718478986,0.1467645096731154,-4.9666444296197465,9.66891497705897
11,-9.853235490326885,0.16144096064042696,-4.963308872581721,11.130423481081628
12,-9.839893262174783,0.17611741160773847,-4.959973315543696,9.928204543268402
13,-9.826551034022682,0.19079386257505002,-4.9566377585056705,9.914571060464368
14,-9.81320880587058,0.20547031354236156,-4.953302201467645,7.9109429225692365
15,-9.799866577718479,0.2201467645096731,-4.94996664442962,9.147427639833122
16,-9.786524349566378,0.23482321547698465,-4.946631087391594,8.699953220768645
17,-9.773182121414276,0.2494996664442962,-4.943295530353569,8.82441475775495
18,-9.759839893262175,0.26417611741160774,-4.939959973315544,8.584219601451874
19,-9.746497665110073,0.27885256837891925,-4.936624416277518,9.761121788546614
20,-9.733155436957972,0.2935290193462308,-4.933288859239493,10.562553538283181
21,-9.71981320880587,0.30820547031354234,-4.929953302201468,10.382830474674318
22,-9.70647098065377,0.3228819212808539,-4.926617745163442,9.550738152617203
23,-9.693128752501668,0.33755837224816543,-4.923282188125417,9.84461703358185
24,-9.679786524349566,0.35223482321547694,-4.919946631087392,9.535725756984865
25,-9.666444296197465,0.3669112741827885,-4.916611074049366,9.491107848486514
26,-9.653102068045364,0.38158772515010003,-4.913275517011341,9.334487555777674
27,-9.639759839893262,0.3962641761174116,-4.909939959973316,10.48514230494321
28,-9.62641761174116,0.4109406270847231,-4.90660440293529,10.324942435405466
29,-9.61307538358906,0.4256170780520347,-4.903268845897265,10.271235827538682
30,-9.599733155436958,0.4402935290193462,-4.8999332888592395,10.934198498892128
31,-9.586390927284857,0.4549699799866578,-4.896597731821214,11.87944696955603
32,-9.573048699132755,0.4696464309539693,-4.893262174783189,9.402105025259248
33,-9.559706470980654,0.4843228819212808,-4.8899266177451635,10.947848887747897
34,-9.546364242828552,0.4989993328885924,-4.886591060707138,8.40112085275034
35,-9.533022014676451,0.513675783855904,-4.883255503669113,9.374391041495993
36,-9.51967978652435,0.5283522348232155,-4.879919946631087,10.207529968811352
37,-9.506337558372248,0.543028685790527,-4.876584389593062,8.340129195201897
38,-9.492995330220147,0.5577051367578385,-4.873248832555037,10.282522457507906
39,-9.479653102068045,0.5723815877251501,-4.869913275517011,11.488403686567704
40,-9.466310873915944,0.5870580386924616,-4.866577718478986,9.366889939757078
41,-9.452968645763843,0.6017344896597732,-4.863242161440961,11.207383895410096
42,-9.439626417611741,0.6164109406270847,-4.859906604402935,8.636750782247184
43,-9.42628418945964,0.6310873915943962,-4.85657104736491,9.038956873102553
44,-9.412941961307538,0.6457638425617078,-4.853235490326885,9.623511807648782
45,-9.399599733155437,0.6604402935290193,-4.849899933288859,10.901663768794457
46,-9.386257505003336,0.6751167444963309,-4.846564376250834,7.954901412708986
47,-9.372915276851234,0.6897931954636424,-4.843228819212809,9.35575538365993
48,-9.359573048699133,0.7044696464309539,-4.839893262174783,10.598506809413678
49,-9.346230820547031,0.7191460973982655,-4.836557705136758,10.155025225306652
50,-9.33288859239493,0.733822548365577,-4.8332221480987325,11.49872495449963
51,-9.319546364242829,0.7484989993328885,-4.829886591060707,8.993947733220965
52,-9.306204136090727,0.7631754503002001,-4.826551034022682,10.393743870613763
53,-9.292861907938626,0.7778519012675117,-4.8232154769846565,9.16201682722001
54,-9.279519679786524,0.7925283522348232,-4.819879919946631,9.487676041054712
55,-9.266177451634423,0.8072048032021347,-4.816544362908606,9.959207947988023
56,-9.252835223482322,0.8218812541694462,-4.81320880587058,7.751634761375378
